Year,Event,Player,Team,Value
1997,Slugging Average,"Ken Griffey, Jr.",Seattle,.646
1997,Stolen Bases,Brian Hunter,Detroit,74
1997,Total Bases,"Ken Griffey, Jr.",Seattle,393
1997,Triples,Nomar Garciaparra,Boston,11
1998,Base on Balls,Rickey Henderson,Oakland,118
1998,Batting Average,Bernie Williams,New York,.339
1998,Doubles,Juan Gonzalez,Texas,50
1998,Hits,Alex Rodriguez,Seattle,213
1998,Home Runs,"Ken Griffey, Jr.",Seattle,56
1998,On Base Percentage,Edgar Martinez,Seattle,.433
1998,RBI,Juan Gonzalez,Texas,157
1998,Runs,Derek Jeter,New York,127
1998,Slugging Average,Albert Belle,Chicago,.655
1998,Stolen Bases,Rickey Henderson,Oakland,66
1998,Total Bases,Albert Belle,Chicago,399
1998,Triples,Jose Offerman,Kansas City,13
1999,Base on Balls,Jim Thome,Cleveland,127
1999,Batting Average,Nomar Garciaparra,Boston,.357
1999,Doubles,Shawn Green,Toronto,45
1999,Hits,Derek Jeter,New York,219
1999,Home Runs,"Ken Griffey, Jr.",Seattle,48
1999,On Base Percentage,Edgar Martinez,Seattle,.447
1999,RBI,Manny Ramirez,Cleveland,165
1999,Runs,Roberto Alomar,Cleveland,138
1999,Slugging Average,Manny Ramirez,Cleveland,.663
1999,Stolen Bases,Brian Hunter,Seattle,44
1999,Total Bases,Shawn Green,Toronto,361
1999,Triples,Jose Offerman,Boston,11
2000,Base on Balls,Jason Giambi,Oakland,137
2000,Batting Average,Nomar Garciaparra,Boston,.372
2000,Doubles,Carlos Delgado,Toronto,57
2000,Hits,Darin Erstad,Anaheim,240
2000,Home Runs,Troy Glaus,Anaheim,47
2000,On Base Percentage,Jason Giambi,Oakland,.476
2000,RBI,Edgar Martinez,Seattle,145
2000,Runs,Johnny Damon,Kansas City,136
2000,Slugging Average,Manny Ramirez,Cleveland,.697
2000,Stolen Bases,Johnny Damon,Kansas City,46
2000,Total Bases,Carlos Delgado,Toronto,378
2000,Triples,Cristian Guzman,Minnesota,20
2001,Base on Balls,Jason Giambi,Oakland,129
2001,Batting Average,Ichiro Suzuki,Seattle,.350
2001,Doubles,Jason Giambi,Oakland,47
2001,Hits,Ichiro Suzuki,Seattle,242
2001,Home Runs,Alex Rodriguez,Texas,52
2001,On Base Percentage,Jason Giambi,Oakland,.477
2001,RBI,Bret Boone,Seattle,141
2001,Runs,Alex Rodriguez,Texas,133
2001,Slugging Average,Jason Giambi,Oakland,.660
2001,Stolen Bases,Ichiro Suzuki,Seattle,56
2001,Total Bases,Alex Rodriguez,Texas,393
2001,Triples,Cristian Guzman,Minnesota,14
2002,Base on Balls,Jim Thome,Cleveland,122
2002,Batting Average,Manny Ramirez,Boston,.349
2002,Doubles,Garret Anderson,Anaheim,56
2002,Hits,Alfonso Soriano,New York,209
2002,Home Runs,Alex Rodriguez,Texas,57
2002,On Base Percentage,Manny Ramirez,Boston,.450
2002,RBI,Alex Rodriguez,Texas,142
2002,Runs,Alfonso Soriano,New York,128
2002,Slugging Average,Jim Thome,Cleveland,.677
2002,Stolen Bases,Alfonso Soriano,New York,41
2002,Total Bases,Alex Rodriguez,Texas,389
2002,Triples,Johnny Damon,Boston,11
2003,Base on Balls,Jason Giambi,New York,129
2003,Batting Average,Bill Mueller,Boston,.326
2003,Doubles,Garret Anderson,Anaheim,49
2003,Hits,Vernon Wells,Toronto,215
2003,Home Runs,Alex Rodriguez,Texas,47
2003,On Base Percentage,Manny Ramirez,Boston,.427
2003,RBI,Carlos Delgado,Toronto,145
2003,Runs,Alex Rodriguez,Texas,124
2003,Slugging Average,Alex Rodriguez,Texas,.600
2003,Stolen Bases,Carl Crawford,Tampa Bay,55
2003,Total Bases,Vernon Wells,Toronto,373
2003,Triples,Cristian Guzman,Minnesota,14
2004,Base on Balls,Eric Chavez,Oakland,95
2004,Batting Average,Ichiro Suzuki,Seattle,.372
2004,Doubles,Brian Roberts,Baltimore,50
2004,Hits,Ichiro Suzuki,Seattle,262
2004,Home Runs,Manny Ramirez,Boston,43
2004,On Base Percentage,Melvin Mora,Baltimore,.419
2004,RBI,Miguel Tejada,Baltimore,150
2004,Runs,Vladimir Guerrero,Anaheim,124
2004,Slugging Average,Manny Ramirez,Boston,.613
2004,Stolen Bases,Carl Crawford,Tampa Bay,59
2004,Total Bases,Vladimir Guerrero,Anaheim,366
2004,Triples,Carl Crawford,Tampa Bay,19
2005,Base on Balls,Jason Giambi,New York,108
2005,Batting Average,Michael Young,Texas,.331
2005,Doubles,Miguel Tejada,Baltimore,50
2005,Hits,Michael Young,Texas,221
2005,Home Runs,Alex Rodriguez,New York,48
2005,On Base Percentage,Jason Giambi,New York,.440
2005,RBI,David Ortiz,Boston,148
2005,Runs,Alex Rodriguez,New York,124
2005,Slugging Average,Alex Rodriguez,New York,.610
2005,Stolen Bases,Chone Figgins,Los Angeles,62
2005,Total Bases,Mark Teixeira,Texas,370
2005,Triples,Carl Crawford,Tampa Bay,15
2006,Base on Balls,David Ortiz,Boston,119
2006,Batting Average,Joe Mauer,Minnesota,.347
2006,Doubles,Grady Sizemore,Cleveland,53
2006,Hits,Ichiro Suzuki,Seattle,224
2006,Home Runs,David Ortiz,Boston,54
2006,On Base Percentage,Manny Ramirez,Boston,.439
2006,RBI,David Ortiz,Boston,137
2006,Runs,Grady Sizemore,Cleveland,134
2006,Slugging Average,Travis Hafner,Cleveland,.659
2006,Stolen Bases,Carl Crawford,Tampa Bay,58
2006,Total Bases,David Ortiz,Boston,355
2006,Triples,Carl Crawford,Tampa Bay,16
2007,Base on Balls,David Ortiz,Boston,111
2007,Batting Average,Magglio Ordonez,Detroit,.363
2007,Doubles,Magglio Ordonez,Detroit,54
2007,Hits,Ichiro Suzuki,Seattle,238
2007,Home Runs,Alex Rodriguez,New York,54
2007,On Base Percentage,David Ortiz,Boston,.445
2007,RBI,Alex Rodriguez,New York,156
2007,Runs,Alex Rodriguez,New York,143
2007,Slugging Average,Alex Rodriguez,New York,.645
2007,Stolen Bases,Carl Crawford,Tampa Bay,50
2007,Total Bases,Alex Rodriguez,New York,376
2007,Triples,Curtis Granderson,Detroit,23
2008,Base on Balls,Jack Cust,Oakland,111
2008,Batting Average,Joe Mauer,Minnesota,.330
2008,Doubles,Dustin Pedroia,Boston,54
2008,Hits,Dustin Pedroia,Boston,213
2008,Home Runs,Miguel Cabrera,Detroit,37
2008,On Base Percentage,Milton Bradley,Texas,.436
2008,RBI,Josh Hamilton,Texas,130
2008,Runs,Dustin Pedroia,Boston,118
2008,Slugging Average,Alex Rodriguez,New York,.573
2008,Stolen Bases,Jacoby Ellsbury,Boston,50
2008,Total Bases,Josh Hamilton,Texas,331
2008,Triples,Curtis Granderson,Detroit,13
2009,Base on Balls,Chone Figgins,Los Angeles,101
2009,Batting Average,Joe Mauer,Minnesota,.365
2009,Doubles,Brian Roberts,Baltimore,56
2009,Hits,Ichiro Suzuki,Seattle,225
2009,Home Runs,Carlos Pena,Tampa Bay,39
2009,On Base Percentage,Joe Mauer,Minnesota,.444
2009,RBI,Mark Teixeira,New York,122
2009,Runs,DustinPedroia,Boston,115
2009,Slugging Average,Joe Mauer,Minnesota,.587
2009,Stolen Bases,Jacoby Ellsbury,Boston,70
2009,Total Bases,Mark Teixeira,New York,344
2009,Triples,Jacoby Ellsbury,Boston,10
2010,Base on Balls,Daric Barton,Oakland,110
2010,Batting Average,Josh Hamilton,Texas,.359
2010,Doubles,Adrian Beltre,Boston,49
2010,Hits,Ichiro Suzuki,Seattle,214
2010,Home Runs,Jose Bautista,Toronto,54
2010,On Base Percentage,Miguel Cabrera,Detroit,.420
2010,RBI,Miguel Cabrera,Detroit,126
2010,Runs,Mark Teixeira,New York,113
2010,Slugging Average,Josh Hamilton,Texas,.633
2010,Stolen Bases,Juan Pierre,Chicago,68
2010,Total Bases,Jose Bautista,Toronto,351
2010,Triples,Carl Crawford,Tampa Bay,13
2011,Base on Balls,Jose Bautista,Toronto,132
2011,Batting Average,Miguel Cabrera,Detroit,.344
2011,Doubles,Miguel Cabrera,Detroit,48
2011,Hits,Adrian Gonzalez,Boston,213
2011,Home Runs,Jose Bautista,Toronto,43
2011,On Base Percentage,Miguel Cabrera,Detroit,.448
2011,RBI,Curtis Granderson,New York,119
2011,Runs,Curtis Granderson,New York,136
2011,Slugging Average,Jose Bautista,Toronto,.608
2011,Stolen Bases,Coco Crisp,Oakland,49
2011,Total Bases,Jacoby Ellsbury,Boston,364
2011,Triples,Peter Bourjos,Los Angeles,11
2012,Base on Balls,Adam Dunn,Chicago,105
2012,Batting Average,Miguel Cabrera,Detroit,.330
2012,Doubles,Alex Gordon,Kansas City,51
2012,Hits,Derek Jeter,New York,216
2012,Home Runs,Miguel Cabrera,Detroit,44
2012,On Base Percentage,Joe Mauer,Minnesota,.416
2012,RBI,Miguel Cabrera,Detroit,139
2012,Runs,Mike Trout,Los Angeles,129
2012,Slugging Average,Miguel Cabrera,Detroit,.606
2012,Stolen Bases,Mike Trout,Los Angeles,49
2012,Total Bases,Miguel Cabrera,Detroit,377
2012,Triples,Austin Jackson,Detroit,10
2013,Base on Balls,Mike Trout,Los Angeles,110
2013,Batting Average,Miguel Cabrera,Detroit,.348
2013,Doubles,Manny Machado,Baltimore,51
2013,Hits,Adrian Beltre,Texas,199
2013,Home Runs,Chris Davis,Baltimore,53
2013,On Base Percentage,Miguel Cabrera,Detroit,.442
2013,RBI,Chris Davis,Baltimore,138
2013,Runs,Mike Trout,Los Angeles,109
2013,Slugging Average,Miguel Cabrera,Detroit,.636
2013,Stolen Bases,Jacoby Ellsbury,Boston,52
2013,Total Bases,Chris Davis,Baltimore,370
2013,Triples,Brett Gardner,New York,10
2014,Base on Balls,Carlos Santana,Cleveland,113
2014,Batting Average,Jose Altuve,Houston,.341
2014,Doubles,Miguel Cabrera,Detroit,52
2014,Hits,Jose Altuve,Houston,225
2014,Home Runs,Nelson Cruz,Baltimore,40
2014,On Base Percentage,Victor Martinez,Detroit,.409
2014,RBI,Mike Trout,Los Angeles,111
2014,Runs,Mike Trout,Los Angeles,115
2014,Slugging Average,Jose Abreu,Chicago,.581
2014,Stolen Bases,Jose Altuve,Chicago,56
2014,Total Bases,Mike Trout,Los Angeles,338
2014,Triples,Michael Bourn,Cleveland,10
2015,Base on Balls,Jose Bautista,Toronto,110
2015,Batting Average,Miguel Cabrera,Detroit,.338
2015,Doubles,Michael Brantley,Cleveland,45
2015,Hits,Jose Altuve,Houston,200
2015,Home Runs,Chris Davis,Baltimore,47
2015,On Base Percentage,Miguel Cabrera,Detroit,.440
2015,RBI,Josh Donaldson,Toronto,123
2015,Runs,Josh Donaldson,Toronto,122
2015,Slugging Average,Mike Trout,Los Angeles,.590
2015,Stolen Bases,Jose Altuve,Houston,38
2015,Total Bases,Josh Donaldson,Toronto,352
2015,Triples,Eddie Rosario,Minnesota,15
2016,Base on Balls,Mike Trout,Los Angeles,116
2016,Batting Average,Jose Altuve,Houston,.338
2016,Doubles,David Ortiz,Boston,48
2016,Hits,Jose Altuve,Houston,216
2016,Home Runs,Mark Trumbo,Baltimore,47
2016,On Base Percentage,Mike Trout,Los Angeles,.441
2016,RBI,Edwin Encarnacion,Toronto,127
2016,Runs,Mike Trout,Los Angeles,123
2016,Slugging Average,David Ortiz,Boston,.620
2016,Stolen Bases,Rajai Davis,Cleveland,43
2016,Total Bases,Mookie Betts,Boston,359
2016,Triples,Adam Eaton,Chicago,9
2017,Base on Balls,Aaron Judge,New York Yankees,127
2017,Batting Average,Jose Altuve,Houston Astros,.346
2017,Doubles,Jose Ramirez,Cleveland Indians,56
2017,Hits,Jose Altuve,Houston Astros,204
2017,Home Runs,Aaron Judge,New York Yankees,52
2017,On Base Percentage,Mike Trout,Los Angeles Angels,.442
2017,RBI,Nelson Cruz,Seattle Mariners,119
2017,Runs,Aaron Judge,New York Yankees,128
2017,Slugging Average,Mike Trout,Los Angeles Angels,.629
2017,Stolen Bases,Whit Merrifield,Kansas City Royals,34
2017,Total Bases,Jose Abreu,Chicago White Sox,343
2017,Triples,Nick Castellanos,Detroit Tigers,10
2018,Base on Balls,Mike Trout,Los Angeles Angels,122
2018,Batting Average,Mookie Betts,Boston Red Sox,.346
2018,Doubles,Alex Bregman,Houston Astros,50
2018,Hits,Whit Merrifield,Kansas City Royals,192
2018,Home Runs,Khris Davis,Oakland Athletics,48
2018,On Base Percentage,Mike Trout,Los Angeles Angels,.460
2018,RBI,J.D. Martinez,Boston Red Sox,130
2018,Runs,Mookie Betts,Boston Red Sox,129
2018,Slugging Average,Mookie Betts,Boston Red Sox,.640
2018,Stolen Bases,Whit Merrifield,Kansas City Royals,45
2018,Total Bases,J.D. Martinez,Boston Red Sox,358
2018,Triples,Yolmer Sanchez,Chicago White Sox,10
2019,Base on Balls,Alex Bregman,Houston Astros,119
2019,Batting Average,Tim Anderson,Chicago White Sox,.335
2019,Doubles,Rafael Devers,Boston Red Sox,54
2019,Hits,Whit Merrifield,Kansas City Royals,206
2019,Home Runs,Jorge Soler,Kansas City Royals,48
2019,On Base Percentage,Mike Trout,Los Angeles Angels,.438
2019,RBI,Jose Abreu,Chicago White Sox,123
2019,Runs,Mookie Betts,Boston Red Sox,135
2019,Slugging Average,Mike Trout,Los Angeles Angels,.645
2019,Stolen Bases,Mallex Smith,Tampa Bay Rays,46
2019,Total Bases,Rafael Devers,Boston Red Sox,359
2019,Triples,Hunter Dozier,Kansas City Royals,10
2020,Base on Balls,Carlos Santana,Cleveland Indians,47
2020,Batting Average,DJ LeMahieu,New York Yankees,.364
2020,Doubles,Cesar Hernandez,Cleveland Indians,20
2020,Hits,Jose Abreu,Chicago White Sox,76
2020,Home Runs,Luke Voit,New York Yankees,22
2020,On Base Percentage,DJ LeMahieu,New York Yankees,.421
2020,RBI,Jose Abreu,Chicago White Sox,60
2020,Runs,Tim Anderson,Chicago White Sox,45
2020,Slugging Average,Jose Abreu,Chicago White Sox,.617
2020,Stolen Bases,Adalberto Mondesi,Kansas City Royals,24
2020,Total Bases,Jose Abreu,Chicago White Sox,148
2020,Triples,Kyle Tucker,Houston Astros,6
2021,Base on Balls,Joey Gallo,Texas Rangers,111
2021,Batting Average,Yuli Gurriel,Houston Astros,.319
2021,Doubles,Jeimer Candelario,Detroit Tigers,42
2021,Hits,Bo Bichette,Toronto Blue Jays,191
2021,Home Runs,Vladimir Guerrero Jr.,Toronto Blue Jays,48
2021,On Base Percentage,Vladimir Guerrero Jr.,Toronto Blue Jays,.401
2021,RBI,Salvador Perez,Kansas City Royals,121
2021,Runs,Vladimir Guerrero Jr.,Toronto Blue Jays,123
2021,Slugging Average,Vladimir Guerrero Jr.,Toronto Blue Jays,.601
2021,Stolen Bases,Whit Merrifield,Kansas City Royals,40
2021,Total Bases,Vladimir Guerrero Jr.,Toronto Blue Jays,363
2021,Triples,Shohei Ohtani,Los Angeles Angels,8
2022,Base on Balls,Aaron Judge,New York Yankees,111
2022,Batting Average,Luis Arraez,Minnesota Twins,.316
2022,Doubles,José Ramírez,Cleveland Guardians,44
2022,Hits,Bo Bichette,Toronto Blue Jays,189
2022,Home Runs,Aaron Judge,New York Yankees,62
2022,On Base Percentage,Aaron Judge,New York Yankees,.425
2022,RBI,Aaron Judge,New York Yankees,131
2022,Runs,Aaron Judge,New York Yankees,133
2022,Slugging Average,Aaron Judge,New York Yankees,.686
2022,Stolen Bases,Jorge Mateo,Baltimore Orioles,35
2022,Total Bases,Aaron Judge,New York Yankees,391
2022,Triples,Amed Rosario,Cleveland Guardians,9
2023,Base on Balls,J.P. Crawford,Seattle Mariners,94
2023,Batting Average,Yandy Díaz,Tampa Bay Rays,.330
2023,Doubles,Corey Seager,Texas Rangers,42
2023,Hits,Marcus Semien,Texas Rangers,185
2023,Home Runs,Shohei Ohtani,Los Angeles Angels,44
2023,On Base Percentage,Shohei Ohtani,Los Angeles Angels,.412
2023,RBI,Kyle Tucker,Houston Astros,112
2023,Runs,Marcus Semien,Texas Rangers,122
2023,Slugging Average,Shohei Ohtani,Los Angeles Angels,.654
2023,Stolen Bases,Esteury Ruiz,Oakland Athletics,67
2023,Total Bases,Shohei Ohtani,Los Angeles Angels,325
2023,Triples,Bobby Witt Jr.,Kansas City Royals,11
2024,Base on Balls,Aaron Judge,New York,133
2024,Batting Average,Bobby Witt Jr.,Kansas City,.332
2024,Doubles,Jarren Duran,Boston,48
2024,Hits,Bobby Witt Jr.,Kansas City,211
2024,Home Runs,Aaron Judge,New York,58
2024,On Base Percentage,Aaron Judge,New York,.458
2024,RBI,Aaron Judge,New York,144
2024,Runs,Juan Soto,New York,128
2024,Slugging Average,Aaron Judge,New York,.701
2024,Stolen Bases,Jose Caballero,Tampa Bay,44
2024,Total Bases,Aaron Judge,New York,392
2024,Triples,Jarren Duran,Boston,14
